ínàÊÉRÅ[Éh,ínàÊéØï ÉRÅ[Éh,,êlå˚Å@ïΩê¨27îN,êlå˚Å@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏ó¶ÅiÅìÅj,ñ êœÅikm2Åj 1),êlå˚ñßìxÅi1km2ìñÇΩÇËÅj 2),ê¢ë—êîÅ@ïΩê¨27îN,ê¢ë—êîÅ@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏ó¶ÅiÅìÅj
24204,2,èºç„és,163912,168017,-4105,-2.443205152,623.64,262.8,63933,63611,322,0.506201758
24205,2,åKñºés,140226,140290,-64,-0.045619788,136.68,1025.9,53431,51525,1906,3.699175158
24207,2,óÈé≠és,196251,199293,-3042,-1.526395809,194.46,1009.2,77453,75868,1585,2.089154848
24208,2,ñºí£és,78807,80284,-1477,-1.839718998,129.77,607.3,30381,29481,900,3.052813677
24209,2,îˆòhés,18015,20033,-2018,-10.07337892,192.71,93.5,8652,9219,-567,-6.150341686
24210,2,ãTéRés,50265,51023,-758,-1.485604531,191.04,263.1,19951,19213,738,3.841149222
24211,2,íπâHés,19455,21435,-1980,-9.237228831,107.34,181.2,7664,8057,-393,-4.877746059
24212,2,åFñÏés,17322,19662,-2340,-11.90112908,373.35,46.4,8165,9008,-843,-9.358348135
24214,2,Ç¢Ç»Ç◊és,45821,45684,137,0.299886175,219.83,208.4,17030,15972,1058,6.624092161
24215,2,éuñÄés,50360,54694,-4334,-7.924086737,178.94,281.4,20044,20553,-509,-2.476524108
24216,2,à…âÍés,90377,97207,-6830,-7.026242966,558.23,161.9,33585,34915,-1330,-3.809251038
24300,c,åKñºåS,6360,6855,-495,-7.221006565,15.74,404.1,2170,2250,-80,-3.555555556
24303,3,ñÿë]ñ¶í¨,6360,6855,-495,-7.221006565,15.74,404.1,2170,2250,-80,-3.555555556
24320,c,àıïŸåS,25350,25661,-311,-1.211955886,22.68,1117.7,8827,8580,247,2.878787879
24324,3,ìåàıí¨,25350,25661,-311,-1.211955886,22.68,1117.7,8827,8580,247,2.878787879
24340,c,éOèdåS,65518,63607,1911,3.00438631,121.73,538.2,24148,22558,1590,7.048497207
24341,3,å‘ñÏí¨,40208,39978,230,0.575316424,107.01,375.7,14297,13568,729,5.372936321
24343,3,í©ì˙í¨,10563,9626,937,9.734053605,5.99,1763.4,3835,3389,446,13.16022425
24344,3,êÏâzí¨,14747,14003,744,5.313147183,8.73,1689.2,6016,5601,415,7.40939118
24440,c,ëΩãCåS,47041,48687,-1646,-3.380779264,506.96,92.8,16541,16606,-65,-0.391424786
24441,3,ëΩãCí¨,14893,15438,-545,-3.530250032,103.06,144.5,5142,5278,-136,-2.576733611
24442,3,ñæòaí¨,22589,22833,-244,-1.068628739,41.04,550.4,7612,7422,190,2.559956885
24443,3,ëÂë‰í¨,9559,10416,-857,-8.227726575,362.86,26.3,3787,3906,-119,-3.046594982
24460,c,ìxâÔåS,45479,48626,-3147,-6.471846337,651.1,69.8,16949,17507,-558,-3.18729651
24461,3,ã èÈí¨,15439,15297,142,0.928286592,40.91,377.4,5236,5064,172,3.396524487
24470,3,ìxâÔí¨,8312,8692,-380,-4.371836171,134.98,61.6,2604,2605,-1,-0.038387716
24471,3,ëÂãIí¨,8942,9846,-904,-9.181393459,233.32,38.3,3691,3912,-221,-5.649284254
24472,3,ìÏà…ê®í¨,12786,14791,-2005,-13.55554053,241.89,52.9,5418,5926,-508,-8.572392845
24540,c,ñkñ¥òKåS,16343,18611,-2268,-12.18634141,256.53,63.7,7262,8088,-826,-10.21266073
24543,3,ãIñkí¨,16343,18611,-2268,-12.18634141,256.53,63.7,7262,8088,-826,-10.21266073
24560,c,ìÏñ¥òKåS,19952,21272,-1320,-6.205340354,167.75,118.9,8809,9123,-314,-3.441850269
24561,3,å‰ïlí¨,8746,9376,-630,-6.719283277,88.13,99.2,3862,4000,-138,-3.45
24562,3,ãIïÛí¨,11206,11896,-690,-5.800268998,79.62,140.7,4947,5123,-176,-3.435487019
25000,a,é†âÍåß,1413184,1410777,2407,0.1706152,4017.38,351.8,537294,517748,19546,3.775195655
25001,b,ésïî,1336260,1332046,4214,0.316355441,3660.07,365.1,510817,491652,19165,3.898082384
25002,b,åSïî,76924,78731,-1807,-2.295156927,357.32,215.3,26477,26096,381,1.459993869
25201,2,ëÂí√és,340972,337634,3338,0.988644509,464.51,734,136202,130335,5867,4.501476963
25202,2,ïFç™és,113819,112156,1663,1.482756161,196.87,578.1,45624,43896,1728,3.936577365
25203,2,í∑ïlés,118230,124131,-5901,-4.753848757,681.02,173.6,41757,43015,-1258,-2.9245612
25204,2,ãﬂç]î™î¶és,81225,81738,-513,-0.627615063,177.45,457.7,29729,28617,1112,3.885802146
25206,2,ëêí√és,137327,130874,6453,4.930696701,67.82,2024.9,60206,57318,2888,5.038556823
25207,2,éÁéRés,79837,76560,3277,4.28030303,55.74,1432.3,28975,26819,2156,8.039076774
25208,2,åIìåés,66764,63655,3109,4.884141073,52.69,1267.1,24582,22614,1968,8.702573627
25209,2,çbâÍés,90927,92704,-1777,-1.916853642,481.62,188.8,32329,31074,1255,4.038746219
25210,2,ñÏèFés,49893,49955,-62,-0.124111701,80.14,622.6,18136,17476,660,3.776607919
25211,2,åŒìÏés,54289,54614,-325,-0.595085509,70.4,771.2,21256,20463,793,3.875287104
25212,2,çÇìáés,50019,52486,-2467,-4.700301033,693.05,72.2,18141,18132,9,0.049636003
25213,2,ìåãﬂç]és,114220,115479,-1259,-1.090241516,388.37,294.1,40648,38941,1707,4.383554608
25214,2,ïƒå¥és,38738,40060,-1322,-3.300049925,250.39,154.7,13232,12952,280,2.161828289
25380,c,äóê∂åS,34322,35786,-1464,-4.090985302,162.15,211.7,11959,12091,-132,-1.091721115
25383,3,ì˙ñÏí¨,21882,22870,-988,-4.320069961,117.6,186.1,7697,7678,19,0.247460276
25384,3,ó≥â§í¨,12440,12916,-476,-3.685351502,44.55,279.2,4262,4413,-151,-3.421708588
25420,c,à§ímåS,20782,20118,664,3.300526891,37.97,547.3,7213,6761,452,6.685401568
25425,3,à§ëëí¨,20782,20118,664,3.300526891,37.97,547.3,7213,6761,452,6.685401568
25440,c,å¢è„åS,21820,22827,-1007,-4.41144259,157.2,138.8,7305,7244,61,0.842076201
25441,3,ñLãΩí¨,7424,7566,-142,-1.876817341,7.8,951.8,2603,2541,62,2.439984258
25442,3,çbó«í¨,7036,7500,-464,-6.186666667,13.63,516.2,2292,2320,-28,-1.206896552
25443,3,ëΩâÍí¨,7360,7761,-401,-5.166859941,135.77,54.2,2410,2383,27,1.133025598
26000,a,ãûìsï{,2610140,2636092,-25952,-0.984487643,4612.2,565.9,1152925,1122057,30868,2.751018888
26001,b,ésïî,2479115,2500487,-21372,-0.854713502,3864.49,641.5,1104177,1073899,30278,2.819445777
26002,b,åSïî,131025,135605,-4580,-3.377456584,747.7,175.2,48748,48158,590,1.225133934
26100,1,ãûìsés,1474570,1474015,555,0.037652263,827.83,1781.2,705758,681581,24177,3.547193951
26101,0,ãûìsés ñkãÊ,119537,122037,-2500,-2.048559044,94.88,1259.9,56885,56406,479,0.84920044
26102,0,ãûìsés è„ãûãÊ,84939,83264,1675,2.011673713,7.03,12082.4,46745,43389,3356,7.734679297
26103,0,ãûìsés ç∂ãûãÊ,168435,168802,-367,-0.217414486,246.77,682.6,83467,82067,1400,1.705923209
26104,0,ãûìsés íÜãûãÊ,109305,105306,3999,3.797504416,7.41,14751,59194,55772,3422,6.135695331
26105,0,ãûìsés ìåéRãÊ,38905,40528,-1623,-4.004638768,7.48,5201.2,21393,21114,279,1.321398125
26106,0,ãûìsés â∫ãûãÊ,82775,79287,3488,4.399207941,6.78,12208.7,47257,43651,3606,8.26097913
26107,0,ãûìsés ìÏãÊ,99859,98744,1115,1.129182533,15.81,6316.2,47186,45036,2150,4.773958611
26108,0,ãûìsés âEãûãÊ,204171,202943,1228,0.605096012,292.07,699,94386,90808,3578,3.940181482
26109,0,ãûìsés ïöå©ãÊ,280663,284085,-3422,-1.204569055,61.66,4551.8,125286,123597,1689,1.366538023
26110,0,ãûìsés éRâ»ãÊ,135192,136045,-853,-0.62699842,28.7,4710.5,60492,58321,2171,3.722501329
26111,0,ãûìsés êºãûãÊ,150789,152974,-2185,-1.428347301,59.24,2545.4,63467,61420,2047,3.332790622
26201,2,ïüíméRés,78956,79652,-696,-0.873801035,552.54,142.9,32141,30890,1251,4.049854322
26202,2,ïëíﬂés,84016,88669,-4653,-5.247606266,342.1,245.6,34702,35504,-802,-2.258900406
26203,2,àªïîés,33835,35836,-2001,-5.58377051,347.1,97.5,13738,14006,-268,-1.913465658
26204,2,âFé°és,184726,189609,-4883,-2.575299696,67.54,2735.1,73572,72907,665,0.912120921
26205,2,ã{í√és,18427,19948,-1521,-7.624824544,172.73,106.7,7769,8180,-411,-5.024449878
26206,2,ãTâ™és,89492,92399,-2907,-3.146137945,224.8,398.1,33928,33625,303,0.901115242
26207,2,èÈózés,76884,80037,-3153,-3.939428015,32.71,2350.5,29873,29972,-99,-0.330308288
26208,2,å¸ì˙és,53388,54328,-940,-1.730231188,7.72,6915.5,21346,21282,64,0.300723616
26209,2,í∑â™ãûés,80107,79844,263,0.329392315,19.17,4178.8,32476,31514,962,3.052611538
26210,2,î™î¶és,72748,74227,-1479,-1.992536409,24.35,2987.6,29247,28795,452,1.569716965
26211,2,ãûìcï”és,70866,67910,2956,4.352819909,42.92,1651.1,29707,27839,1868,6.710011136
26212,2,ãûíOå„és,55096,59038,-3942,-6.677055456,501.46,109.9,20490,20690,-200,-0.966650556
26213,2,ìÏíOés,33161,35214,-2053,-5.830067587,616.4,53.8,12780,12721,59,0.463800016
26214,2,ñÿí√êÏés,72843,69761,3082,4.417941257,85.13,855.7,26650,24393,2257,9.25265445
26300,c,â≥åPåS,15190,15121,69,0.456319027,5.97,2544.4,5993,5750,243,4.226086957
26303,3,ëÂéRçËí¨,15190,15121,69,0.456319027,5.97,2544.4,5993,5750,243,4.226086957
26320,c,ãvê¢åS,15819,15914,-95,-0.596958653,13.86,1141.3,6197,5870,327,5.570698467
26322,3,ãvå‰éRí¨,15819,15914,-95,-0.596958653,13.86,1141.3,6197,5870,327,5.570698467
26340,c,í‘äÏåS,17239,18158,-919,-5.06113008,76.21,226.2,6256,6207,49,0.789431287
26343,3,à‰éËí¨,7916,8447,-531,-6.286255475,18.04,438.8,3051,3110,-59,-1.897106109
26344,3,âFé°ìcå¥í¨,9323,9711,-388,-3.995469056,58.16,160.3,3205,3097,108,3.487245722
26360,c,ëääyåS,44368,44816,-448,-0.999642985,178.24,248.9,15848,15385,463,3.009424764
26364,3,ä}íuí¨,1369,1626,-257,-15.80565806,23.52,58.2,573,631,-58,-9.191759113
26365,3,òaë©í¨,3959,4482,-523,-11.66889781,64.93,61,1445,1509,-64,-4.241219351
26366,3,ê∏âÿí¨,36388,35630,758,2.127420713,25.68,1417,12761,12117,644,5.314846909
26367,3,ìÏéRèÈë∫,2652,3078,-426,-13.84015595,64.11,41.4,1069,1128,-59,-5.230496454
26400,c,ëDà‰åS,14457,15732,-1275,-8.104500381,303.09,47.7,5445,5660,-215,-3.798586572
26407,3,ãûíOîgí¨,14457,15732,-1275,-8.104500381,303.09,47.7,5445,5660,-215,-3.798586572
26460,c,ó^é”åS,23952,25864,-1912,-7.392514692,170.33,140.6,9009,9286,-277,-2.982985139
26463,3,à…ç™í¨,2110,2410,-300,-12.44813278,61.95,34.1,873,939,-66,-7.028753994
26465,3,ó^é”ñÏí¨,21842,23454,-1612,-6.873028055,108.38,201.5,8136,8347,-211,-2.527854319
27000,a,ëÂç„ï{,8838908,8865245,-26337,-0.297081468,1904.99,4639.9,3921923,3832386,89537,2.336325203
27001,b,ésïî,8657286,8676562,-19276,-0.222161727,1602.37,5402.8,3851855,3763586,88269,2.345342979
27002,b,åSïî,181622,188683,-7061,-3.742255529,302.62,600.2,70068,68800,1268,1.843023256
27100,1,ëÂç„és,2691742,2665314,26428,0.991552965,225.21,11952.1,1354202,1317990,36212,2.747517053
27102,0,ëÂç„és ìsìáãÊ,104735,102632,2103,2.049068517,6.08,17226.2,51552,50075,1477,2.949575637
27103,0,ëÂç„és ïüìáãÊ,72463,67290,5173,7.687620746,4.67,15516.7,37344,34379,2965,8.624450973
27104,0,ëÂç„és çüâ‘ãÊ,66640,65569,1071,1.633393829,19.25,3461.8,30720,29495,1225,4.153246313
27106,0,ëÂç„és êºãÊ,92418,83058,9360,11.26923355,5.21,17738.6,52214,47073,5141,10.92133495
27107,0,ëÂç„és ç`ãÊ,82063,84947,-2884,-3.395058095,7.86,10440.6,40408,40713,-305,-0.749146464
27108,0,ëÂç„és ëÂê≥ãÊ,65172,69510,-4338,-6.240828658,9.43,6911.1,29181,30521,-1340,-4.390419711
27109,0,ëÂç„és ìVâ§éõãÊ,75662,69775,5887,8.437119312,4.84,15632.6,38013,34730,3283,9.452922545
27111,0,ëÂç„és òQë¨ãÊ,69673,61745,7928,12.83990607,4.39,15870.8,47163,42392,4771,11.25448198
27113,0,ëÂç„és êºóÑêÏãÊ,95537,97504,-1967,-2.017353134,14.22,6718.5,42981,43608,-627,-1.437809576
27114,0,ëÂç„és ìåóÑêÏãÊ,175587,176585,-998,-0.565166917,13.27,13231.9,92519,91894,625,0.680131456
27115,0,ëÂç„és ìåê¨ãÊ,80592,80231,361,0.449950767,4.54,17751.5,39658,38920,738,1.896197328
27116,0,ëÂç„és ê∂ñÏãÊ,130194,134009,-3815,-2.846823721,8.37,15554.8,63394,62808,586,0.933002165
27117,0,ëÂç„és àÆãÊ,91619,92455,-836,-0.904223676,6.32,14496.7,43745,43842,-97,-0.221249031
27118,0,ëÂç„és èÈìåãÊ,164464,165832,-1368,-0.824931256,8.38,19625.8,76565,76043,522,0.686453717
27119,0,ëÂç„és à¢î{ñÏãÊ,107750,106350,1400,1.316408087,5.98,18018.4,50061,49318,743,1.506549333
27120,0,ëÂç„és èZãgãÊ,154315,155572,-1257,-0.807986013,9.4,16416.5,71725,73917,-2192,-2.965488318
27121,0,ëÂç„és ìåèZãgãÊ,126391,130724,-4333,-3.314617056,9.75,12963.2,57949,60057,-2108,-3.509998834
27122,0,ëÂç„és êºê¨ãÊ,111938,121972,-10034,-8.226478208,7.37,15188.3,69401,74466,-5065,-6.801761878
27123,0,ëÂç„és óÑêÏãÊ,176411,172078,4333,2.518044143,12.64,13956.6,94470,91116,3354,3.681021994
27124,0,ëÂç„és íﬂå©ãÊ,111528,111182,346,0.311201454,8.17,13650.9,46345,45264,1081,2.388211382
27125,0,ëÂç„és èZîVç]ãÊ,123035,127210,-4175,-3.281974688,20.61,5969.7,56990,56593,397,0.701500186
27126,0,ëÂç„és ïΩñÏãÊ,196839,200005,-3166,-1.582960426,15.28,12882.1,88842,86500,2342,2.707514451
27127,0,ëÂç„és ñkãÊ,123679,110392,13287,12.03619828,10.34,11961.2,74007,65204,8803,13.50070548
27128,0,ëÂç„és íÜâõãÊ,93037,78687,14350,18.23681167,8.87,10489,58955,49062,9893,20.16428193
27140,1,ç‰és,839891,841966,-2075,-0.246447006,149.81,5606.4,350318,344465,5853,1.699156663
27141,0,ç‰és ç‰ãÊ,148016,148748,-732,-0.492107457,23.65,6258.6,69109,67426,1683,2.496069765
27142,0,ç‰és íÜãÊ,124518,123532,986,0.798173753,17.88,6964.1,48576,47203,1373,2.908713429
27143,0,ç‰és ìåãÊ,85267,85444,-177,-0.207153223,10.49,8128.4,34722,34404,318,0.924311127
27144,0,ç‰és êºãÊ,135864,133622,2242,1.677867417,28.61,4748.8,54597,53442,1155,2.161221511
27145,0,ç‰és ìÏãÊ,147903,154779,-6876,-4.442463125,40.39,3661.9,60380,61008,-628,-1.029373197
27146,0,ç‰és ñkãÊ,159110,156561,2549,1.628119391,15.6,10199.4,68616,67116,1500,2.234936528
27147,0,ç‰és î¸å¥ãÊ,39213,39280,-67,-0.170570265,13.2,2970.7,14318,13866,452,3.259772104
27202,2,ä›òaìcés,194862,199234,-4372,-2.19440457,72.55,2685.9,75232,75353,-121,-0.160577548
27203,2,ñLíÜés,394495,389341,5154,1.323775302,36.39,10840.8,170274,166677,3597,2.1580662
27204,2,írìcés,103041,104229,-1188,-1.139797945,22.14,4654.1,45638,45661,-23,-0.050371214
27205,2,êÅìcés,374526,355798,18728,5.263660841,36.09,10377.6,169405,154702,14703,9.50407881
27206,2,êÚëÂí√és,75880,77548,-1668,-2.150925878,14.31,5302.6,31064,30962,102,0.329436083
27207,2,çÇíŒés,351831,357359,-5528,-1.546903814,105.29,3341.5,147538,145426,2112,1.452285011
27208,2,äLíÀés,88703,90492,-1789,-1.97697034,43.93,2019.2,33301,32986,315,0.954950585
27209,2,éÁå˚és,143068,146697,-3629,-2.473806554,12.71,11256.3,65638,65129,509,0.781525895
27210,2,ñáï˚és,403893,407978,-4085,-1.001279481,65.12,6202.3,167377,163983,3394,2.06972674
27211,2,àÔñÿés,280170,274822,5348,1.945986857,76.49,3662.8,116704,112282,4422,3.938298213
27212,2,î™îˆés,268562,271460,-2898,-1.067560598,41.72,6437.2,109945,108704,1241,1.141632323
27213,2,êÚç≤ñÏés,101025,100801,224,0.222220018,56.51,1787.7,41499,39084,2415,6.178999079
27214,2,ïxìcó—és,114076,119576,-5500,-4.599585201,39.72,2872,45638,45600,38,0.083333333
27215,2,êQâÆêÏés,237814,238204,-390,-0.16372521,24.7,9628.1,101415,99178,2237,2.255540543
27216,2,âÕì‡í∑ñÏés,107114,112490,-5376,-4.779091475,109.63,977.1,42063,41339,724,1.751372796
27217,2,èºå¥és,120697,124594,-3897,-3.127758961,16.66,7244.7,49610,49218,392,0.796456581
27218,2,ëÂìåés,122982,127534,-4552,-3.56924428,18.27,6731.4,52022,52381,-359,-0.685363013
27219,2,òaêÚés,186128,184988,1140,0.61625619,84.98,2190.3,70855,68342,2513,3.677094612
27220,2,ñ•ñ és,133418,129895,3523,2.712190616,47.9,2785.3,56860,53560,3300,6.161314414
27221,2,îêå¥és,71276,74773,-3497,-4.676821848,25.33,2813.9,28999,29685,-686,-2.310931447
27222,2,âHâgñÏés,112695,117681,-4986,-4.236877661,26.45,4260.7,44076,44693,-617,-1.380529389
27223,2,ñÂê^és,122808,130282,-7474,-5.736786356,12.3,9984.4,55458,57880,-2422,-4.184519696
27224,2,ê€í√és,85054,83720,1334,1.593406593,14.87,5719.8,36801,34987,1814,5.184782919
27225,2,çÇêŒés,56485,59572,-3087,-5.181964681,11.29,5003.1,22480,23012,-532,-2.311837302
27226,2,ì°à‰éõés,65454,66165,-711,-1.074586262,8.89,7362.7,27137,26754,383,1.431561636
27227,2,ìåëÂç„és,502605,509533,-6928,-1.35967641,61.78,8135.4,223040,217762,5278,2.423747027
27228,2,êÚìÏés,62500,64403,-1903,-2.954831297,48.98,1276,22785,22604,181,0.800743231
27229,2,élûäìÎés,56092,57554,-1462,-2.540223095,18.69,3001.2,22076,21726,350,1.610973028
27230,2,åñÏés,76459,77686,-1227,-1.579435162,25.55,2992.5,28920,28488,432,1.51642797
27231,2,ëÂç„ã∑éRés,57803,58227,-424,-0.728184519,11.92,4849.2,22878,22473,405,1.802162595
27232,2,ç„ìÏés,54137,56646,-2509,-4.429262437,36.17,1496.7,20607,20500,107,0.52195122
27300,c,éOìáåS,29986,28935,1051,3.632279247,16.81,1783.8,12008,11248,760,6.756756757
27301,3,ìáñ{í¨,29986,28935,1051,3.632279247,16.81,1783.8,12008,11248,760,6.756756757
27320,c,ñLî\åS,30199,33639,-3440,-10.22622551,133.09,226.9,11366,11724,-358,-3.053565336
27321,3,ñLî\í¨,19941,21989,-2048,-9.313747783,34.34,580.7,7694,7871,-177,-2.248761276
27322,3,î\ê®í¨,10258,11650,-1392,-11.94849785,98.75,103.9,3672,3853,-181,-4.697638204
27340,c,êÚñkåS,17297,18149,-852,-4.694473525,3.97,4356.9,6662,6744,-82,-1.215895611
27341,3,íââ™í¨,17297,18149,-852,-4.694473525,3.97,4356.9,6662,6744,-82,-1.215895611
27360,c,êÚìÏåS,68832,70685,-1853,-2.621489708,72.03,955.6,26843,25689,1154,4.492195103
27361,3,åFéÊí¨,44466,45096,-630,-1.397019691,17.24,2579.2,16688,15775,913,5.787638669
27362,3,ìcêKí¨,8419,8085,334,4.131106988,5.62,1498,3761,3255,506,15.5453149
27366,3,ñ¶í¨,15947,17504,-1557,-8.895109689,49.18,324.3,6394,6659,-265,-3.979576513
27380,c,ìÏâÕì‡åS,35308,37275,-1967,-5.276995305,76.72,460.2,13189,13395,-206,-1.537887271
27381,3,ëæéqí¨,13739,14220,-481,-3.382559775,14.17,969.6,5060,4881,179,3.667281295
27382,3,âÕìÏí¨,16191,17040,-849,-4.982394366,25.26,641,6105,6426,-321,-4.995331466
27383,3,êÁëÅê‘ç„ë∫,5378,6015,-637,-10.59019119,37.3,144.2,2024,2088,-64,-3.0651341
28000,a,ï∫å…åß,5536989,5588133,-51144,-0.915225175,8400.9,659.1,2314206,2255318,58888,2.611073028
28001,b,ésïî,5277276,5318635,-41359,-0.777624334,6660.52,792.3,2222054,2164851,57203,2.642352753
28002,b,åSïî,259713,269498,-9785,-3.630824719,1740.38,149.2,92152,90467,1685,1.862557618
28100,1,ê_åÀés,1537860,1544200,-6340,-0.410568579,557.02,2760.9,705061,684183,20878,3.051522765
28101,0,ê_åÀés ìåìÂãÊ,213727,210408,3319,1.577411505,34.02,6282.4,97147,94039,3108,3.30501175
28102,0,ê_åÀés ìÂãÊ,136130,133451,2679,2.0074784,32.66,4168.1,67356,65178,2178,3.341618338
28105,0,ê_åÀés ï∫å…ãÊ,106983,108304,-1321,-1.219714877,14.68,7287.7,57810,56954,856,1.502967307
28106,0,ê_åÀés í∑ìcãÊ,97952,101624,-3672,-3.613319688,11.36,8622.5,48722,48224,498,1.032680823
28107,0,ê_åÀés ê{ñÅãÊ,162533,167475,-4942,-2.950888192,28.93,5618.1,73295,71657,1638,2.285889725
28108,0,ê_åÀés êÇêÖãÊ,219554,220411,-857,-0.38881907,28.11,7810.5,95512,94016,1496,1.591218516
28109,0,ê_åÀés ñkãÊ,219868,226836,-6968,-3.071822815,240.29,915,87233,86350,883,1.022582513
28110,0,ê_åÀés íÜâõãÊ,135218,126393,8825,6.982190469,28.97,4667.5,80917,73814,7103,9.622835776
28111,0,ê_åÀés êºãÊ,245895,249298,-3403,-1.365033013,138.01,1781.7,97069,93951,3118,3.318751264
28201,2,ïPòHés,535807,536270,-463,-0.086337106,534.33,1002.8,212563,205587,6976,3.39321066
28202,2,ìÚçËés,452571,453748,-1177,-0.259395083,50.72,8922.9,210253,209343,910,0.434693302
28203,2,ñæêŒés,293509,290959,2550,0.876412141,49.42,5939.1,121866,116948,4918,4.20528782
28204,2,êºã{és,488147,482640,5507,1.141016078,99.96,4883.4,210890,202648,8242,4.067150922
28205,2,èFñ{és,44271,47254,-2983,-6.312693105,182.38,242.7,18090,18447,-357,-1.935274028
28206,2,à∞âÆés,95440,93238,2202,2.36169802,18.47,5167.3,41959,39753,2206,5.549266722
28207,2,à…íOés,197040,196127,913,0.465514692,25,7881.6,78904,77263,1641,2.123914422
28208,2,ëäê∂és,30142,31158,-1016,-3.260799795,90.4,333.4,12135,12141,-6,-0.049419323
28209,2,ñLâ™és,82269,85592,-3323,-3.882372184,697.55,117.9,30152,29741,411,1.381930668
28210,2,â¡å√êÏés,267434,266937,497,0.186186254,138.48,1931.2,103457,99645,3812,3.825580812
28212,2,ê‘ï‰és,48591,50523,-1932,-3.82400095,126.86,383,18714,18826,-112,-0.594921917
28213,2,êºòeés,40890,42802,-1912,-4.467080978,132.44,308.7,15045,14989,56,0.373607312
28214,2,ïÛ˙úés,224977,225700,-723,-0.32033673,101.8,2210,94206,91737,2469,2.691389516
28215,2,éOñÿés,77310,81009,-3699,-4.566159316,176.51,438,28584,28506,78,0.273626605
28216,2,çÇçªés,91065,93901,-2836,-3.020202128,34.45,2643.4,36330,35737,593,1.659344657
28217,2,êÏêºés,156481,156423,58,0.037078946,53.44,2928.2,62653,60584,2069,3.415093094
28218,2,è¨ñÏés,48605,49680,-1075,-2.163848631,92.94,523,16856,16470,386,2.343655131
28219,2,éOìcés,112732,114216,-1484,-1.299292569,210.32,536,41044,40068,976,2.43585904
28220,2,â¡êºés,44352,47993,-3641,-7.586523035,150.98,293.8,15356,15188,168,1.106136424
28221,2,é¬éRés,41506,43263,-1757,-4.061207036,377.59,109.9,15565,15342,223,1.453526268
28222,2,ó{ïÉés,24293,26501,-2208,-8.331761066,422.91,57.4,8713,9062,-349,-3.851246965
28223,2,íOîgés,64689,67757,-3068,-4.527945452,493.21,131.2,22563,22461,102,0.454120476
28224,2,ìÏÇ†ÇÌÇ∂és,46948,49834,-2886,-5.791226873,229.01,205,16964,16981,-17,-0.10011189
28225,2,í©óàés,30855,32814,-1959,-5.970012799,403.06,76.6,11497,11655,-158,-1.355641356
28226,2,íWòHés,43925,46459,-2534,-5.454271508,184.35,238.3,17508,17436,72,0.412938747
28227,2,é≥àæés,37792,40938,-3146,-7.684791636,658.54,57.4,12736,13174,-438,-3.32473053
28228,2,â¡ìåés,40332,40181,151,0.375799507,157.55,256,15104,14133,971,6.870445058
28229,2,ÇΩÇ¬ÇÃés,77443,80518,-3075,-3.819021834,210.87,367.3,27286,26803,483,1.802037085
28300,c,êÏï”åS,30851,31739,-888,-2.797819717,90.33,341.5,10779,10547,232,2.199677634
28301,3,íññºêÏí¨,30851,31739,-888,-2.797819717,90.33,341.5,10779,10547,232,2.199677634
